TITLE = "Visualization of the solution"
VARIABLES = "x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
ZONE NODES= 1337, ELEMENTS= 2610, DATAPACKING=POINT, ZONETYPE=FEQUADRILATERAL
9.408450e-01	1.266333e+00	-3.024024e-02	8.914508e-01	1.018651e+00	2.973456e-03	-1.172140e-02	2.743434e+00	8.645404e-01	9.568797e-01	9.807327e-01	-2.979510e-01	
8.994529e-01	1.262493e+00	-2.941641e-02	9.029056e-01	1.015434e+00	2.794162e-03	-3.083221e-02	2.773532e+00	8.808029e-01	9.625113e-01	9.627844e-01	-2.654259e-01	
8.452223e-01	1.233433e+00	-2.817688e-02	9.231801e-01	1.009610e+00	4.613912e-03	-5.145043e-02	2.826997e+00	9.093945e-01	9.719308e-01	9.324768e-01	-2.082428e-01	
9.034260e-01	1.178175e+00	-3.155856e-02	8.970755e-01	1.018809e+00	-1.322918e-02	-1.104934e-02	2.758727e+00	8.720121e-01	9.590980e-01	9.736773e-01	-2.830075e-01	
8.627120e-01	1.177902e+00	-3.075558e-02	9.140004e-01	1.018908e+00	-1.131426e-02	-2.957462e-02	2.804736e+00	8.945036e-01	9.656175e-01	9.528318e-01	-2.380246e-01	
8.904118e-01	1.065215e+00	-3.319894e-02	8.977566e-01	1.020506e+00	-2.559941e-02	1.076657e-02	2.761197e+00	8.722989e-01	9.586855e-01	9.749907e-01	-2.824339e-01	
8.709208e-01	9.156976e-01	-3.430907e-02	9.030505e-01	1.018483e+00	-3.065367e-02	3.345870e-02	2.775080e+00	8.798416e-01	9.613066e-01	9.666341e-01	-2.673485e-01	
7.752118e-01	1.141342e+00	-2.809019e-02	9.395909e-01	1.009728e+00	-3.286617e-03	-6.431808e-02	2.871939e+00	9.308726e-01	9.775093e-01	9.143394e-01	-1.652865e-01	
8.041599e-01	1.109591e+00	-3.084802e-02	9.265577e-01	1.015036e+00	-1.068115e-02	-4.118409e-02	2.837747e+00	9.123155e-01	9.714983e-01	9.338769e-01	-2.024007e-01	
8.290803e-01	1.045467e+00	-3.332256e-02	9.112454e-01	1.019359e+00	-2.208317e-02	-1.613356e-02	2.797366e+00	8.907223e-01	9.644427e-01	9.566005e-01	-2.455871e-01	
8.078774e-01	8.979932e-01	-3.565249e-02	9.023212e-01	1.018150e+00	-3.328834e-02	7.134684e-03	2.772854e+00	8.791154e-01	9.612895e-01	9.666888e-01	-2.688010e-01	
7.648943e-01	7.061657e-01	-3.765652e-02	9.042421e-01	1.019698e+00	-3.604339e-02	2.728426e-02	2.778697e+00	8.810475e-01	9.613556e-01	9.664779e-01	-2.649368e-01	
7.268553e-01	5.100623e-01	-3.864681e-02	9.065842e-01	1.016406e+00	-3.458076e-02	4.958956e-02	2.784240e+00	8.849833e-01	9.631555e-01	9.607236e-01	-2.570651e-01	
6.924831e-01	3.036473e-01	-3.851298e-02	9.162803e-01	1.017181e+00	-2.522943e-02	6.228606e-02	2.810922e+00	8.975444e-01	9.664892e-01	9.500313e-01	-2.319431e-01	
6.906155e-01	1.355182e-01	-3.592037e-02	9.256623e-01	1.009028e+00	-1.147890e-02	7.710465e-02	2.834094e+00	9.123442e-01	9.724686e-01	9.307346e-01	-2.023434e-01	
7.168575e-01	0.000000e+00	-3.088894e-02	9.376710e-01	1.006303e+00	-2.073233e-03	8.575169e-02	2.866144e+00	9.288967e-01	9.774316e-01	9.145928e-01	-1.692384e-01	
