TITLE = "Visualization of the solution"
VARIABLES = "x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
ZONE NODES= 1940, ELEMENTS= 3807, DATAPACKING=POINT, ZONETYPE=FEQUADRILATERAL
8.241487e-01	0.000000e+00	-2.070584e-02	9.674425e-01	9.952932e-01	-1.106073e-03	1.005414e-01	2.944582e+00	9.709536e-01	9.902452e-01	8.723285e-01	-8.512454e-02	
5.997867e-01	0.000000e+00	-4.023706e-02	9.120337e-01	1.013734e+00	-3.801790e-03	6.699998e-02	2.798301e+00	8.929781e-01	9.660494e-01	9.514445e-01	-2.410757e-01	
6.576918e-01	0.000000e+00	-3.587376e-02	9.245706e-01	1.010269e+00	-2.195321e-03	7.766012e-02	2.831506e+00	9.105143e-01	9.716640e-01	9.333405e-01	-2.060033e-01	
7.148511e-01	0.000000e+00	-3.106514e-02	9.398769e-01	1.005126e+00	-1.686716e-03	8.651455e-02	2.871817e+00	9.321525e-01	9.785554e-01	9.109211e-01	-1.627267e-01	
7.702183e-01	0.000000e+00	-2.602451e-02	9.535606e-01	1.001758e+00	-1.409487e-03	9.277382e-02	2.908311e+00	9.510403e-01	9.840566e-01	8.928534e-01	-1.249512e-01	
8.696856e-01	0.000000e+00	-1.580104e-02	9.853492e-01	9.902998e-01	3.081989e-05	1.089194e-01	2.992480e+00	9.955291e-01	9.968578e-01	8.501424e-01	-3.597360e-02	
9.295733e-01	0.000000e+00	-8.713461e-03	1.021200e+00	9.680985e-01	2.906909e-04	1.176957e-01	3.085268e+00	1.047843e+00	1.012405e+00	7.967793e-01	6.865338e-02	
9.037352e-01	0.000000e+00	-1.185074e-02	1.002911e+00	9.809750e-01	-2.074584e-04	1.151137e-01	3.038309e+00	1.020777e+00	1.004241e+00	8.250248e-01	1.452297e-02	
6.443854e-01	1.051332e-01	-3.880147e-02	9.157017e-01	1.012829e+00	-1.203450e-02	7.210943e-02	2.808103e+00	8.980220e-01	9.676145e-01	9.464118e-01	-2.309879e-01	
5.985542e-01	1.182094e-01	-4.192704e-02	9.016567e-01	1.014915e+00	-1.818198e-02	6.139595e-02	2.770479e+00	8.788018e-01	9.616547e-01	9.655224e-01	-2.694281e-01	
7.985830e-01	7.235251e-02	-2.517165e-02	9.610231e-01	9.996858e-01	-5.522800e-03	9.547938e-02	2.928170e+00	9.613838e-01	9.870347e-01	8.830039e-01	-1.042643e-01	
8.521919e-01	5.082186e-02	-1.923502e-02	9.770083e-01	9.925319e-01	-4.331941e-03	1.034026e-01	2.970074e+00	9.841768e-01	9.939037e-01	8.600882e-01	-5.867821e-02	
7.553741e-01	1.054410e-01	-2.991954e-02	9.480241e-01	1.005068e+00	-8.326053e-03	8.849304e-02	2.894085e+00	9.428584e-01	9.812881e-01	9.019659e-01	-1.413149e-01	
