TITLE = "Visualization of the solution"
VARIABLES = "x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
ZONE NODES= 6719, ELEMENTS= 13334, DATAPACKING=POINT, ZONETYPE=FEQUADRILATERAL
1.414072e+00	1.476045e+00	6.438229e-05	9.765356e-01	8.367210e-01	1.518349e-01	-1.800620e-01	2.909860e+00	1.009197e+00	1.019665e+00	7.400202e-01	-8.637042e-03	
1.413851e+00	1.476061e+00	9.287537e-05	9.874357e-01	7.911370e-01	1.434315e-01	-1.542054e-01	2.947192e+00	1.043121e+00	1.042307e+00	6.817615e-01	5.921088e-02	
1.413876e+00	1.476048e+00	9.369902e-05	1.026571e+00	8.311001e-01	1.677297e-01	-1.209552e-01	3.063859e+00	1.082642e+00	1.040556e+00	6.865880e-01	1.382532e-01	
1.413919e+00	1.476063e+00	8.118612e-05	1.047037e+00	8.397726e-01	2.030621e-01	-2.069275e-01	3.113207e+00	1.094520e+00	1.031409e+00	7.013847e-01	1.620079e-01	
1.413783e+00	1.476080e+00	9.235649e-05	9.887034e-01	7.942416e-01	8.771356e-02	-1.830194e-01	2.944972e+00	1.042051e+00	1.039902e+00	6.825683e-01	5.707060e-02	
1.413782e+00	1.476044e+00	1.068236e-04	9.917540e-01	7.884907e-01	1.956161e-01	-9.746939e-02	2.959052e+00	1.048611e+00	1.043229e+00	6.781047e-01	7.018982e-02	
1.414033e+00	1.476055e+00	6.525259e-05	8.254213e-01	6.825691e-01	7.952328e-02	-2.000461e-01	2.504728e+00	8.777744e-01	1.049244e+00	7.106319e-01	-2.714829e-01	
1.413715e+00	1.476063e+00	1.102843e-04	9.640963e-01	7.909744e-01	4.960010e-02	-9.991683e-02	2.872313e+00	1.016556e+00	1.040352e+00	6.819446e-01	6.079948e-03	
1.413765e+00	1.476074e+00	9.869207e-05	9.611260e-01	7.778751e-01	3.515904e-02	-1.288206e-01	2.866663e+00	1.017042e+00	1.044066e+00	6.746720e-01	7.052703e-03	
1.413944e+00	1.476066e+00	7.421112e-05	9.902728e-01	7.863097e-01	-1.858950e-02	-1.448238e-01	2.965913e+00	1.057188e+00	1.053336e+00	6.605983e-01	8.734439e-02	
1.413966e+00	1.476053e+00	7.790332e-05	9.691071e-01	7.488422e-01	4.249500e-02	-1.117711e-01	2.882536e+00	1.034335e+00	1.053074e+00	6.401433e-01	4.163892e-02	
1.409804e+00	1.476626e+00	1.345045e-04	9.789074e-01	1.079753e+00	-1.267157e-01	9.917767e-03	3.002551e+00	9.595223e-01	9.671256e-01	9.480919e-01	-1.079871e-01	
1.409232e+00	1.476661e+00	2.620419e-04	9.965179e-01	1.185391e+00	-9.759867e-02	-8.606309e-02	3.084937e+00	9.485641e-01	9.391847e-01	1.036628e+00	-1.299036e-01	
