TITLE = "Visualization of the solution"
VARIABLES = "x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Skin_Friction_Coefficient_z","Heat_Flux","Y_Plus","Eddy_Viscosity"
ZONE NODES= 25, ELEMENTS= 42, DATAPACKING=POINT, ZONETYPE=FEQUADRILATERAL
8.521450e-01	1.476018e+00	-0.000000e+00	1.301704e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.976820e+05	0.000000e+00	1.190728e+05	3.186622e+02	0.000000e+00	5.411930e-01	1.932916e-05	2.194002e-04	6.271673e-05	4.162087e-05	-1.473692e+03	9.925525e+01	0.000000e+00	
9.006665e-01	1.476018e+00	1.943783e-02	1.157608e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.561261e+05	0.000000e+00	1.024505e+05	3.083065e+02	0.000000e+00	1.826737e-01	1.884959e-05	2.001097e-04	2.050487e-05	-4.319395e-06	-1.396815e+03	8.542020e+01	0.000000e+00	
1.144229e+00	1.501245e+00	-0.000000e+00	1.221967e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.634829e+05	0.000000e+00	1.053931e+05	3.004575e+02	0.000000e+00	2.461433e-01	1.848080e-05	8.155856e-05	0.000000e+00	-3.165789e-06	5.107795e+01	6.795251e+01	0.000000e+00	
1.366140e+00	1.476018e+00	6.002565e-03	9.845592e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.093335e+05	0.000000e+00	8.373340e+04	2.962697e+02	0.000000e+00	-2.210257e-01	1.828212e-05	1.648460e-04	1.175062e-05	-8.963966e-06	-2.894400e+02	7.234499e+01	0.000000e+00	
1.414661e+00	1.476018e+00	-0.000000e+00	9.219457e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.913568e+05	0.000000e+00	7.654271e+04	2.892203e+02	0.000000e+00	-3.761181e-01	1.794457e-05	1.206804e-05	2.476581e-05	3.133352e-05	-4.201619e+00	3.802822e+01	0.000000e+00	
1.366140e+00	1.476018e+00	-6.002565e-03	1.095202e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.320847e+05	0.000000e+00	9.283388e+04	2.952859e+02	0.000000e+00	-2.474163e-02	1.823524e-05	-1.693592e-06	1.288092e-05	1.235641e-06	1.793290e+03	2.148094e+01	0.000000e+00	
9.006665e-01	1.476018e+00	-1.943783e-02	1.284629e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.783500e+05	0.000000e+00	1.113400e+05	3.019284e+02	0.000000e+00	3.744082e-01	1.855027e-05	9.323541e-05	3.568914e-05	6.582257e-06	2.093943e+02	6.447769e+01	0.000000e+00	
8.691818e-01	1.418956e+00	2.002226e-02	1.117996e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.453050e+05	0.000000e+00	9.812201e+04	3.057430e+02	0.000000e+00	8.931553e-02	1.872965e-05	1.087031e-04	6.354437e-06	-3.981486e-07	-5.163878e+02	6.829820e+01	0.000000e+00	
8.192015e-01	1.418956e+00	-0.000000e+00	1.193304e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.830908e+05	0.000000e+00	1.132363e+05	3.305711e+02	0.000000e+00	4.153086e-01	1.987122e-05	7.820251e-05	4.540852e-05	8.612464e-05	-1.853434e+03	7.342906e+01	0.000000e+00	
1.348650e+00	1.418956e+00	6.183042e-03	9.606159e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.119358e+05	0.000000e+00	8.477432e+04	3.074290e+02	0.000000e+00	-1.985745e-01	1.880859e-05	1.034363e-04	6.532925e-06	-4.351438e-06	-2.545143e+01	6.090495e+01	0.000000e+00	
1.398630e+00	1.418956e+00	-0.000000e+00	8.748368e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.742223e+05	0.000000e+00	6.968892e+04	2.775026e+02	0.000000e+00	-5.239443e-01	1.737462e-05	-2.252280e-05	-1.383848e-05	-9.533546e-06	8.026688e+02	3.391566e+01	0.000000e+00	
1.348650e+00	1.418956e+00	-6.183042e-03	1.128880e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.413453e+05	0.000000e+00	9.653810e+04	2.979075e+02	0.000000e+00	5.515303e-02	1.835998e-05	1.364656e-05	2.107953e-05	3.148568e-07	9.605070e+02	3.327950e+01	0.000000e+00	
8.691818e-01	1.418956e+00	-2.002226e-02	1.186246e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.526129e+05	0.000000e+00	1.010452e+05	2.967367e+02	0.000000e+00	1.523638e-01	1.830434e-05	1.009587e-04	4.734227e-05	-2.042186e-06	-2.067628e+02	7.285310e+01	0.000000e+00	
7.271333e-01	1.161510e+00	2.265901e-02	1.143319e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.493997e+05	0.000000e+00	9.975990e+04	3.039617e+02	0.000000e+00	1.246424e-01	1.864602e-05	4.378713e-05	9.413360e-06	-3.642133e-07	1.861749e+03	4.707458e+01	0.000000e+00	
6.705710e-01	1.161510e+00	-0.000000e+00	1.339508e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.991346e+05	0.000000e+00	1.196538e+05	3.111800e+02	0.000000e+00	5.537255e-01	1.898344e-05	8.652727e-05	2.946835e-05	8.724508e-05	6.367873e+02	8.595736e+01	0.000000e+00	
1.269743e+00	1.161510e+00	6.997293e-03	8.824989e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.049330e+05	0.000000e+00	8.197320e+04	3.235848e+02	0.000000e+00	-2.589904e-01	1.955443e-05	7.554000e-05	3.122034e-06	-3.351335e-06	-2.095114e+02	5.096485e+01	0.000000e+00	
1.326306e+00	1.161510e+00	-0.000000e+00	9.855318e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.121505e+05	0.000000e+00	8.486019e+04	2.999602e+02	0.000000e+00	-1.967224e-01	1.845728e-05	-2.444469e-05	-1.172281e-05	-8.197738e-06	6.322059e+02	3.571160e+01	0.000000e+00	
1.269743e+00	1.161510e+00	-6.997293e-03	1.109499e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.464372e+05	0.000000e+00	9.857489e+04	3.095065e+02	0.000000e+00	9.908363e-02	1.890556e-05	5.362708e-05	4.208785e-06	1.777366e-06	7.850012e+02	4.984517e+01	0.000000e+00	
7.271333e-01	1.161510e+00	-2.265901e-02	1.188291e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.497369e+05	0.000000e+00	9.989475e+04	2.928534e+02	0.000000e+00	1.275509e-01	1.811902e-05	1.099565e-04	3.902158e-05	-3.429640e-06	1.436918e+02	7.972837e+01	0.000000e+00	
8.625794e-02	-0.000000e+00	3.455516e-02	9.590609e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.830789e+05	0.000000e+00	1.132315e+05	4.112932e+02	0.000000e+00	4.152060e-01	2.331039e-05	8.461377e-05	1.914176e-05	2.347639e-06	-6.232488e+03	4.886856e+01	0.000000e+00	
0.000000e+00	-0.000000e+00	-0.000000e+00	1.483786e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.415277e+05	0.000000e+00	1.366111e+05	3.207340e+02	0.000000e+00	9.194683e-01	1.942418e-05	6.313205e-05	9.073530e-05	-1.743823e-05	-1.245348e+03	8.420657e+01	0.000000e+00	
9.137421e-01	-0.000000e+00	1.067092e-02	6.709505e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.751206e+05	0.000000e+00	7.004825e+04	3.636948e+02	0.000000e+00	-5.161941e-01	2.132937e-05	6.786067e-05	7.167330e-06	-2.286844e-06	-2.245410e+03	3.958156e+01	0.000000e+00	
1.000000e+00	-0.000000e+00	-0.000000e+00	8.637207e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.989510e+05	0.000000e+00	7.958039e+04	3.209690e+02	0.000000e+00	-3.105999e-01	1.943494e-05	4.519104e-05	5.513960e-06	-2.186573e-05	6.440622e+01	4.327975e+01	0.000000e+00	
9.137421e-01	-0.000000e+00	-1.067092e-02	9.867905e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.223682e+05	0.000000e+00	8.894728e+04	3.140061e+02	0.000000e+00	-1.085699e-01	1.911450e-05	7.268389e-05	-7.662169e-06	3.188961e-06	6.417827e+02	5.544537e+01	0.000000e+00	
8.625794e-02	-0.000000e+00	-3.455516e-02	1.073266e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.375218e+05	0.000000e+00	9.500871e+04	3.083802e+02	0.000000e+00	2.216624e-02	1.885303e-05	1.123744e-04	2.041735e-05	5.556051e-07	1.520812e+01	7.332836e+01	0.000000e+00	
1	2	3	3
2	4	3	3
4	5	3	3
5	6	3	3
6	7	3	3
7	1	3	3
2	1	8	8
9	8	1	1
4	2	10	10
8	10	2	2
5	4	11	11
10	11	4	4
6	5	12	12
11	12	5	5
7	6	13	13
12	13	6	6
1	7	9	9
13	9	7	7
10	8	16	16
11	10	17	17
16	17	10	10
8	9	14	14
15	14	9	9
14	16	8	8
12	11	18	18
17	18	11	11
13	12	19	19
18	19	12	12
9	13	15	15
19	15	13	13
14	15	20	20
21	20	15	15
16	14	22	22
20	22	14	14
17	16	23	23
22	23	16	16
18	17	24	24
23	24	17	17
19	18	25	25
24	25	18	18
15	19	21	21
25	21	19	19
