TITLE = "Visualization of the solution"
VARIABLES = "x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
ZONE NODES= 1108, ELEMENTS= 2161, DATAPACKING=POINT, ZONETYPE=FEQUADRILATERAL
1.408832e+00	1.475759e+00	-7.125052e-04	9.759783e-01	8.746727e-01	4.713419e-01	1.009953e-01	2.967482e+00	9.825999e-01	9.933585e-01	8.619174e-01	-6.183201e-02	
1.412680e+00	1.468967e+00	-2.973964e-09	1.021612e+00	8.345273e-01	2.609101e-01	-3.720673e-02	3.060511e+00	1.074266e+00	1.037517e+00	7.060271e-01	1.215004e-01	
1.414624e+00	1.475889e+00	-2.987978e-09	9.818543e-01	8.122084e-01	3.893321e-01	-9.889543e-03	2.956525e+00	1.017339e+00	1.022323e+00	7.617041e-01	7.646538e-03	
1.165226e+00	7.324610e-01	5.018660e-03	1.020634e+00	9.475342e-01	-1.361913e-02	-1.216511e-01	3.078348e+00	1.052469e+00	1.017440e+00	7.790861e-01	7.790606e-02	
1.091323e+00	1.196284e+00	-2.499419e-02	9.126485e-01	8.830158e-01	7.350199e-03	6.104168e-02	2.761046e+00	9.327210e-01	1.008365e+00	8.108248e-01	-1.615898e-01	
7.230389e-01	1.186984e+00	1.997923e-02	6.813972e-01	7.664975e-01	3.307101e-02	2.486358e-01	2.106238e+00	6.515842e-01	9.434950e-01	1.022943e+00	-7.238634e-01	
5.373855e-01	9.064020e-01	1.630485e-02	8.440568e-01	9.622236e-01	-1.140954e-02	3.215307e-01	2.614336e+00	8.018202e-01	9.372917e-01	1.042320e+00	-4.233913e-01	
1.367063e+00	1.481855e+00	1.752480e-03	9.029455e-01	8.670074e-01	-1.699235e-01	2.687921e-01	2.745282e+00	9.092143e-01	9.935144e-01	8.613945e-01	-2.086032e-01	
1.414261e+00	1.474594e+00	-2.985357e-09	9.662227e-01	6.601252e-01	1.198121e-01	-2.298565e-03	2.859836e+00	1.050762e+00	1.072992e+00	5.627454e-01	7.449273e-02	
1.408509e+00	1.474283e+00	7.010933e-04	9.721708e-01	7.600390e-01	-3.017706e-02	-9.865586e-02	2.896929e+00	1.037743e+00	1.053214e+00	6.453871e-01	4.845402e-02	
1.408271e+00	1.473149e+00	6.911415e-04	9.940637e-01	7.695612e-01	-1.466766e-02	-8.948284e-02	2.960061e+00	1.063218e+00	1.055304e+00	6.370228e-01	9.940423e-02	
1.412904e+00	1.476172e+00	1.622861e-04	8.207919e-01	7.095513e-01	-2.503209e-01	2.123195e-01	2.479233e+00	8.427629e-01	1.013075e+00	7.944371e-01	-3.415060e-01	
1.057040e+00	2.218780e-01	-6.550913e-04	1.120389e+00	9.852148e-01	5.437184e-02	8.204394e-02	3.363968e+00	1.170588e+00	1.030872e+00	7.306963e-01	3.141445e-01	
1.044638e+00	5.279165e-01	1.262046e-02	9.915552e-01	9.196286e-01	3.237387e-02	-7.208965e-02	2.989265e+00	1.023862e+00	1.018812e+00	7.742243e-01	2.069278e-02	
1.409314e+00	1.475758e+00	6.528251e-04	9.827504e-01	8.512925e-01	-7.197571e-02	-1.088015e-01	2.948885e+00	1.028607e+00	1.032703e+00	7.239506e-01	3.018136e-02	
1.407243e+00	1.475522e+00	9.009459e-04	9.964468e-01	8.041268e-01	-2.092646e-02	-9.186931e-02	2.974637e+00	1.058288e+00	1.047898e+00	6.663350e-01	8.954369e-02	
8.498955e-01	1.466510e+00	7.387149e-03	9.669375e-01	6.546225e-01	3.147746e-01	6.567496e-01	2.937026e+00	9.764657e-01	9.963870e-01	8.517313e-01	-7.410041e-02	
7.087177e-01	1.116598e+00	2.384974e-02	7.914744e-01	8.607402e-01	-5.352485e-02	2.022509e-01	2.429723e+00	7.736154e-01	9.644010e-01	9.567342e-01	-4.798010e-01	
1.385948e+00	1.460010e+00	2.997212e-03	1.015939e+00	8.776039e-01	-1.425433e-01	-1.171942e-01	3.050100e+00	1.061715e+00	1.031122e+00	7.297791e-01	9.639856e-02	
9.893784e-01	1.049690e+00	2.965142e-02	8.347848e-01	8.921413e-01	-8.834158e-02	-5.095468e-02	2.551292e+00	8.273372e-01	9.778618e-01	9.131882e-01	-3.723574e-01	
